old_android_key,android_key,en_value,ios_key,ios_en_value,confidence,status,candidates,manual_target
confirm_resync_change,resyncWallet_change,Change,resyncWallet.change,Change,1.00,MIGRATED_P1,,
confirm_resync_title,resyncWallet_confirmTitle,Confirm Resync,resyncWallet.confirmTitle,Confirm Resync,1.00,MIGRATED_P1,,
confirm_resync_message,resyncWallet_dateInfo,"Unless you specify otherwise below, Zodl will resync from the date displayed.",resyncWallet.dateInfo,"Unless you specify otherwise below, Zodl will resync from the date displayed.",1.00,MIGRATED_P1,,
resync_confirm_failed_message,resyncWallet_failedDescription,Resync of the wallet couldn’t be finalized. Please try again or report an issue.,resyncWallet.failedDescription,Resync of the wallet couldn’t be finalized. Please try again or report an issue.,1.00,MIGRATED_P1,,
resync_confirm_failed_title,resyncWallet_failedTitle,Resync Failed,resyncWallet.failedTitle,Resync Failed,1.00,MIGRATED_P1,,
advanced_settings_resync_wallet | resync_title,resyncWallet_title,Resync Wallet,resyncWallet.title,Resync Wallet,1.00,MIGRATED_P2,,
resync_bd_estimation_message,,Your wallet will be resynced from %1$s (%2$s blocks). Zodl will scan and recover all transactions made after the following block number.,,,,TODO,,
restore_bd_estimation_restore | restore_bd_restore_btn | restore_title,root_existingWallet_restore,Restore,root.existingWallet.restore,Restore,1.00,MIGRATED_P2,,
scan_state_permission,scan_cameraSettings,The camera is not authorized. Please go to the system settings of Zodl and turn in on.,scan.cameraSettings,The camera is not authorized. Please go to the system settings of Zodl and turn it on.,1.00,MIGRATED_P1,,
scan_invalid_image,scan_invalidImage,This image doesn`t contain a valid Zcash address.,scan.invalidImage,This image doesn't contain a valid Zcash address.,1.00,MIGRATED_P1,,
scan_address_validation_failed,scan_invalidQR,This QR code doesn`t contain a valid Zcash address.,scan.invalidQR,This QR code doesn't contain a valid Zcash address.,1.00,MIGRATED_P1,,
scan_keystone_address_validation_failed,,This QR code is not a valid Zcash Address.,,,,TODO,,
scan_keystone_failure,,This QR code is not a valid Keystone wallet.,,,,TODO,,
scan_keystone_gallery_content_description,,Gallery,,,,TODO,,
scan_keystone_info,,Scan your Keystone wallet to connect,,,,TODO,,
scan_keystone_preview_content_description,,Camera,,,,TODO,,
scan_keystone_settings_open_failed,,Unable to launch Settings app.,,,,TODO,,
scan_keystone_state_failed,,"Camera initialization failed. Try it again, please.",,,,TODO,,
scan_keystone_state_permission,,"The camera is not authorized. Please go to the system settings of
        Zodl and turn in on.",,,,TODO,,
scan_keystone_torch_content_description,,Camera torch toggle,,,,TODO,,
scan_keystone_voting_rejected_title,,Signature not accepted,,,,TODO,,
scan_keystone_settings_button | scan_settings_button | settings_menu_content_description,scan_openSettings,Open Settings,scan.openSettings,Open settings,1.00,MIGRATED_P2,,
scan_preview_content_description,,Camera,,,,TODO,,
scan_settings_open_failed,,Unable to launch Settings app.,,,,TODO,,
scan_several_codes_found,scan_severalCodesFound,This image contains several valid Zcash addresses.,scan.severalCodesFound,This image contains several valid Zcash addresses.,1.00,MIGRATED_P1,,
scan_state_failed,,"Camera initialization failed. Try it again, please.",,,,TODO,,
scan_torch_content_description,,Camera torch toggle,,,,TODO,,
seed_recovery_bday_tooltip_message,,"Wallet Birthday Height determines the birth (chain) height of
        your wallet and facilitates faster wallet restore process. Save this number together with your seed phrase in
        a safe place.",,,,TODO,,
seed_recovery_reveal,,Reveal recovery phrase,,,,TODO,,
seed_recovery_saved_button,,I\'ve saved it!,,,,TODO,,
select_keystone_account_positive,general_next,Next,general.next,Next,,TODO,0.00:general.next | 0.00:coinVote.common.next,
support_information,sendFeedback_desc,"Please let us know about any problems you have had, or features you want to see in the future.",sendFeedback.desc,"Please let us know about any problems you have had, or features you want to see in the future.",1.00,MIGRATED_P1,,
support_hint,sendFeedback_hcwhPlaceholder,I would like to ask about…,sendFeedback.hcwhPlaceholder,I would like to ask about...,1.00,MIGRATED_P1,,
support_help_title,sendFeedback_howCanWeHelp,How can we help you?,sendFeedback.howCanWeHelp,How can we help you?,1.00,MIGRATED_P1,,
support_experience_title,sendFeedback_ratingQuestion,How is your Zodl experience?,sendFeedback.ratingQuestion,How is your Zodl experience?,1.00,MIGRATED_P1,,
support_title,sendFeedback_title,Send Us Feedback,sendFeedback.title,Send Us Feedback,1.00,MIGRATED_P2,,
send_abbreviated_address_format,,%1$s…%2$s,,,,TODO,,
send_address_book_hint,send_addressNotInBook,Add contact by tapping on Address Book icon.,send.addressNotInBook,Add contact by tapping on Address Book icon.,1.00,MIGRATED_P1,,
send_address_hint,send_addressPlaceholder,Zcash Address,send.addressPlaceholder,Zcash Address,1.00,MIGRATED_P1,,
send_address_book_content_description,,Open address book,,,,TODO,,
send_dialog_error_title,send_alert_failure_title,Failed to send funds,send.alert.failure.title,Failed to send funds,1.00,MIGRATED_P1,,
send_amount_label | send_confirmation_amount_item,send_amount,Amount,send.amount,Amount,1.00,MIGRATED_P2,,
send_confirmation_amount,send_amountSummary,Total Amount,send.amountSummary,Total Amount,1.00,MIGRATED_P2,,
send_amount_hint,,%1$s,,,,TODO,,
send_stage_confirmation_title | sign_keystone_voting_bar_title,send_confirmationTitle,Confirmation,send.confirmationTitle,Confirmation,1.00,MIGRATED_P2,,
send_confirmation_failure_grpc_subtitle,,"Zodl encountered connection issues when submitting the
        transaction. It will retry in the next few minutes.",,,,TODO,,
send_confirmation_failure_grpc_title,,Connection Issue,,,,TODO,,
send_confirmation_multiple_report_status_failure,,"%1$d: Failure:
        gRPC: %2$s,
        code: %3$d,
        description: %4$s",,,,TODO,,
send_confirmation_multiple_report_status_not_attempt,,%1$d: Not attempt,,,,TODO,,
send_confirmation_multiple_report_status_success,,%1$d: Success,,,,TODO,,
send_confirmation_multiple_report_statuses,,Transaction statuses:,,,,TODO,,
send_confirmation_multiple_report_text,,"Hi, Zodl Team.\n\nWhile sending a transaction to a TEX
        address, I encountered an error state. I\'m reaching out to get guidance on how to recover my funds.\n\nThank
        you.",,,,TODO,,
send_confirmation_multiple_trx_failure_copy_button,,Copy transaction IDs,,,,TODO,,
send_confirmation_multiple_trx_failure_copy_tag,,Transaction IDs,,,,TODO,,
send_confirmation_multiple_trx_failure_ids_title,,Transaction IDs,,,,TODO,,
send_confirmation_multiple_trx_failure_report_unable_open_email,,Unable to launch email app.,,,,TODO,,
send_confirmation_multiple_trx_failure_text,,"Send to this recipient required multiple
        transactions but only some of them succeeded and the rest failed. Your funds are safe but need to be
        recovered with assistance from our side.\n\nPlease use the button below to contact us. it
        automatically prepares all the data we need in order to help you restore your funds.",,,,TODO,,
send_confirmation_sending_title,,Sending…,,,,TODO,,
send_confirmation_sending_title_transparent,,Shielding…,,,,TODO,,
exchange_rate_unavailable_sheet_continue_zec,send_currencyUnavailable_continueInZEC,Continue in ZEC,send.currencyUnavailable.continueInZEC,Continue in ZEC,1.00,MIGRATED_P1,,
exchange_rate_unavailable_sheet_subtitle,send_currencyUnavailable_desc,"Live rates for %1$s can\'t be fetched right now. You can use USD as a fallback, or keep entering amounts in ZEC only.",send.currencyUnavailable.desc,"Live rates for %@ can't be fetched right now. You can use USD as a fallback, or keep entering amounts in ZEC only.",1.00,MIGRATED_P1,,
exchange_rate_unavailable_sheet_switch_usd,send_currencyUnavailable_switchToUSD,Switch to USD,send.currencyUnavailable.switchToUSD,Switch to USD,1.00,MIGRATED_P1,,
exchange_rate_unavailable_sheet_title,send_currencyUnavailable_title,%1$s conversion unavailable,send.currencyUnavailable.title,%@ conversion unavailable,1.00,MIGRATED_P1,,
send_dialog_error_text,,"Error: The attempt to send funds failed. Try it again, please.",,,,TODO,,
swap_insufficient_funds | vote_error_insufficient_funds_title,send_error_insufficientFunds,Insufficient funds,send.error.insufficientFunds,Insufficient funds,1.00,MIGRATED_P2,,
contact_address_error_invalid | send_address_invalid,send_error_invalidAddress,Invalid address,send.error.invalidAddress,Invalid address,1.00,MIGRATED_P2,,
send_amount_invalid,send_error_invalidAmount,Invalid amount,send.error.invalidAmount,Invalid amount,1.00,MIGRATED_P1,,
send_confirmation_failure_subtitle,send_failureInfo,"There was an error attempting to send coins.\nTry it again, please.",send.failureInfo,"There was an error attempting to send coins. Try it again, please.",1.00,MIGRATED_P1,,
send_confirmation_failure_title_transparent,send_failureShielding,Unable to shield,send.failureShielding,Unable to shield,1.00,MIGRATED_P1,,
send_confirmation_failure_subtitle_transparent,send_failureShieldingInfo,"There was an error attempting to shield your
        coins. Try it again, please.",send.failureShieldingInfo,"There was an error attempting to shield your coins. Try it again, please.",1.00,MIGRATED_P1,,
send_fee,,(Typical Fee < %1$s),,,,TODO,,
payment_request_fee | send_confirmation_fee,send_feeSummary,Fee,send.feeSummary,Fee,1.00,MIGRATED_P2,,
send_transparent_memo,send_info_memo,Transparent transactions can\'t have memos,send.info.memo,Transparent transactions can’t have memos,1.00,MIGRATED_P1,,
send_memo_hint,send_memoPlaceholder,Write encrypted message here…,send.memoPlaceholder,Write encrypted message here...,1.00,MIGRATED_P1,,
send_memo_bytes_counter,,%1$s/%2$s,,,,TODO,,
send_confirmation_memo | send_memo_label | transaction_detail_info_message,send_message,Message,send.message,Message,1.00,MIGRATED_P2,,
send_confirmation_pending_transaction_subtitle,send_pendingInfo,Your transaction is being processed.,send.pendingInfo,Your transaction is being processed.,1.00,MIGRATED_P1,,
send_confirmation_pending_shielding_subtitle,send_pendingShieldingInfo,Your shielding transaction is being processed.,send.pendingShieldingInfo,Your shielding transaction is being processed.,1.00,MIGRATED_P1,,
send_confirmation_pending_shielding_title,send_pendingShieldingTitle,Shielding Pending,send.pendingShieldingTitle,Shielding Pending,1.00,MIGRATED_P1,,
send_confirmation_pending_timeout_subtitle,send_pendingTimeoutInfo,Timed out waiting for a server response. Your transaction may still have been broadcast.,send.pendingTimeoutInfo,Timed out waiting for a server response. Your transaction may still have been broadcast.,1.00,MIGRATED_P1,,
send_confirmation_pending_transaction_title,send_pendingTitle,Transaction Pending,send.pendingTitle,Transaction Pending,1.00,MIGRATED_P1,,
general_report,send_report,Report,send.report,Report,1.00,MIGRATED_P2,,
payment_request_memo,send_requestPayment_for,For:,send.requestPayment.for,For:,1.00,MIGRATED_P1,,
payment_request_requested_by,send_requestPayment_requestedBy,Requested By,send.requestPayment.requestedBy,Requested By,1.00,MIGRATED_P1,,
payment_request_title | request_memo_payment_request_subtitle,send_requestPayment_title,Payment Request,send.requestPayment.title,Payment Request,1.00,MIGRATED_P2,,
payment_request_total | send_confirmation_total,send_requestPayment_total,Total,send.requestPayment.total,Total,1.00,MIGRATED_P2,,
general_review | review_keystone_transaction_title,send_review,Review,send.review,Review,1.00,MIGRATED_P2,,
send_scan_content_description,,Scan,,,,TODO,,
